epoch,accuracy,loss
0,0.27445313334465027,2.728729486465454
1,0.3836718797683716,2.1744518280029297
2,0.435546875,1.9493932723999023
3,0.49000000953674316,1.7910805940628052
4,0.5266406536102295,1.6446706056594849
5,0.5674999952316284,1.5068401098251343
6,0.5990625023841858,1.3959012031555176
7,0.6290624737739563,1.296461820602417
8,0.6564062237739563,1.2126506567001343
9,0.6685156226158142,1.1712709665298462
10,0.6889062523841858,1.0974817276000977
11,0.699999988079071,1.0506911277770996
12,0.7154687643051147,0.9858125448226929
13,0.7228124737739563,0.9590244293212891
14,0.7350780963897705,0.9222705364227295
15,0.743359386920929,0.8763174414634705
16,0.7562500238418579,0.8533380031585693
17,0.7555468678474426,0.8477886319160461
18,0.7646874785423279,0.8132511973381042
19,0.7732812762260437,0.7929429411888123
20,0.7757031321525574,0.7636255621910095
21,0.7878124713897705,0.7382765412330627
22,0.791015625,0.7206366062164307
23,0.7915624976158142,0.7093349695205688
24,0.7909374833106995,0.7256464958190918
25,0.802734375,0.6881770491600037
26,0.8157812356948853,0.6443525552749634
27,0.8177343606948853,0.6321539282798767
28,0.8199218511581421,0.6217402815818787
29,0.8111718893051147,0.6481555104255676
30,0.8196094036102295,0.6182194352149963
31,0.8336464762687683,0.5741485953330994
32,0.8403906226158142,0.550233781337738
33,0.8416406512260437,0.5411604642868042
34,0.8378124833106995,0.5550729632377625
35,0.83984375,0.5463926792144775
36,0.8450000286102295,0.5291449427604675
37,0.8418750166893005,0.5394197702407837
38,0.8479687571525574,0.524514377117157
39,0.84375,0.5289222598075867
40,0.8462499976158142,0.5244081616401672
41,0.8481249809265137,0.5112327337265015
42,0.8506249785423279,0.5031669735908508
43,0.8537499904632568,0.5003116130828857
44,0.8578906059265137,0.4849975109100342
45,0.8575000166893005,0.49069756269454956
46,0.8536718487739563,0.484976589679718
47,0.8517187237739563,0.49762776494026184
48,0.860156238079071,0.48037010431289673
49,0.8627343773841858,0.4700964689254761
50,0.8678905963897705,0.4503113925457001
51,0.8592187762260437,0.4701646864414215
52,0.8635156154632568,0.4616672992706299
53,0.8604687452316284,0.46427294611930847
54,0.8700000047683716,0.44583946466445923
55,0.8685937523841858,0.44646891951560974
56,0.8725781440734863,0.43970492482185364
57,0.8728125095367432,0.43446123600006104
58,0.8658593893051147,0.4513980448246002
59,0.8689062595367432,0.4344194829463959
60,0.8725000023841858,0.42200031876564026
61,0.8758593797683716,0.421442449092865
62,0.8764678239822388,0.41317233443260193
63,0.8866406083106995,0.38759249448776245
64,0.8888280987739563,0.37486228346824646
65,0.8892187476158142,0.38394734263420105
66,0.8846094012260437,0.3836113214492798
67,0.8892187476158142,0.3798346221446991
68,0.8814843893051147,0.39942723512649536
69,0.8829687237739563,0.3867872953414917
70,0.8827343583106995,0.3888871669769287
71,0.8899219036102295,0.374553918838501
72,0.8890625238418579,0.3782329559326172
73,0.8853906393051147,0.3869752585887909
74,0.8895312547683716,0.37832126021385193
75,0.8903906345367432,0.3699643313884735
76,0.8905468583106995,0.36804673075675964
77,0.8863281011581421,0.3816210925579071
78,0.8902343511581421,0.3749818503856659
79,0.8880468606948853,0.3787890374660492
80,0.8935937285423279,0.34785300493240356
81,0.8928906321525574,0.3655877411365509
82,0.8900781273841858,0.370888888835907
83,0.8936718702316284,0.3593447804450989
84,0.891796886920929,0.3625677824020386
85,0.8875781297683716,0.3684874475002289
86,0.8949218988418579,0.3489550054073334
87,0.8978906273841858,0.34356194734573364
88,0.8940625190734863,0.35841092467308044
89,0.8971874713897705,0.3391604721546173
90,0.8992968797683716,0.33298972249031067
91,0.8922656178474426,0.36437809467315674
92,0.8929687738418579,0.3522202670574188
93,0.8989353179931641,0.3345755934715271
94,0.9021875262260437,0.31303271651268005
95,0.9053124785423279,0.3233368694782257
96,0.907031238079071,0.31073758006095886
97,0.9116406440734863,0.30321478843688965
98,0.9096875190734863,0.3045005798339844
99,0.9060156345367432,0.31743162870407104
100,0.9084374904632568,0.3091869354248047
101,0.9056249856948853,0.31873807311058044
102,0.9067187309265137,0.3203367590904236
103,0.9022656083106995,0.3213942050933838
104,0.9017968773841858,0.32778477668762207
105,0.9040625095367432,0.32480812072753906
106,0.8960937261581421,0.3437734842300415
107,0.9049218893051147,0.3211711049079895
108,0.9010156393051147,0.32514944672584534
109,0.9094531536102295,0.30899596214294434
110,0.9052343964576721,0.31524738669395447
111,0.9049999713897705,0.3093257546424866
112,0.9069530963897705,0.30693119764328003
